distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,origen
12-8-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,127,727,73,73,0.8540000000000001,0.635,0.90875,0.6966530201824319,0.7718750000000001,200,anterior
12-8-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9170236704738433,0.946875,200,anterior
12-8-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8665253581107238,0.915625,200,anterior
12-8-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.890027827469688,0.93125,200,anterior
12-8-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.895613582198948,0.934375,200,anterior
12-8-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9259749034749036,0.95,200,anterior
12-8-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,156,756,44,44,0.912,0.78,0.945,0.8044402630217447,0.8625,200,anterior
12-8-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9350000000000002,0.749079939668175,0.8375,200,anterior
12-8-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,158,758,42,42,0.916,0.7899999999999999,0.9475,0.7994671510094892,0.86875,200,anterior
12-8-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.902,0.7549999999999999,0.93875,0.7549512112537323,0.846875,200,anterior
12-8-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.93375,0.7437660602322953,0.834375,200,anterior
12-8-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.942073639152482,0.9625,200,anterior
12-8-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9117350573164524,0.94375,200,anterior
12-8-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9292625083748494,0.9531249999999998,200,anterior
12-8-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9265610358633614,0.953125,200,anterior
12-8-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9612873647533468,0.975,200,anterior
12-8-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8727821487955867,0.915625,200,anterior
12-8-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.874051438757321,0.921875,200,anterior
12-8-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.8038858458363103,0.86875,200,anterior
12-8-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,160,760,40,40,0.92,0.8,0.95,0.811978761978762,0.875,200,anterior
12-8-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.849869352869353,0.903125,200,anterior
12-8-4,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.86,0.965,0.8670782361308677,0.9125,200,anterior
12-8-4,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.9562499999999998,0.8396589736373018,0.890625,200,anterior
12-8-4,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8226315789473684,0.884375,200,anterior
12-8-4,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8659208965062625,0.9125,200,anterior
12-8-4,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.9512500000000002,0.8317987277483787,0.878125,200,anterior
12-8-4,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,126,726,74,74,0.8520000000000001,0.6300000000000001,0.9075,0.6747303271441202,0.76875,200,anterior
12-8-4,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,137,737,63,63,0.874,0.6849999999999999,0.92125,0.7268785944797246,0.803125,200,anterior
12-8-4,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,140,740,60,60,0.8800000000000001,0.7000000000000001,0.925,0.7349793956043956,0.8125,200,anterior
12-8-4,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.6975165291406,0.796875,200,anterior
12-8-4,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,119,719,81,81,0.8379999999999999,0.595,0.8987499999999999,0.6517858965559722,0.746875,200,anterior
12-8-4,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9132568274170983,0.94375,200,anterior
12-8-4,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8934250695878603,0.93125,200,anterior
12-8-4,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8836184079758131,0.925,200,anterior
12-8-4,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8822928422928424,0.925,200,anterior
12-8-4,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9424156545209176,0.9625,200,anterior
12-8-4,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425,0.7958864915572231,0.85625,200,anterior
12-8-4,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7555339366515836,0.840625,200,anterior
12-8-4,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.902,0.7550000000000001,0.93875,0.7732145018102465,0.846875,200,anterior
12-8-4,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,144,744,56,56,0.8880000000000001,0.72,0.93,0.7149576236142725,0.825,200,anterior
12-8-4,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9425,0.780671650055371,0.85625,200,anterior
12-8-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9503166687826508,0.96875,200,anterior
12-8-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9061367249602544,0.940625,200,anterior
12-8-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9224356345408978,0.95,200,anterior
12-8-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.931750106974754,0.95625,200,anterior
12-8-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704815509693558,0.9812499999999998,200,anterior
12-8-4,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,174,774,26,26,0.948,0.8700000000000001,0.9675,0.8757105943152454,0.91875,200,anterior
12-8-4,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8628493257768224,0.9125,200,anterior
12-8-4,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8299999999999998,0.9575,0.8359795872868878,0.89375,200,anterior
12-8-4,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9017720989939396,0.9375,200,anterior
12-8-4,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8635067873303168,0.909375,200,anterior
12-9-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8402072583419333,0.884375,200,anterior
12-9-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8317561634582911,0.890625,200,anterior
12-9-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8216706812896819,0.884375,200,anterior
12-9-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,164,764,36,36,0.928,0.8200000000000001,0.955,0.8259845654582497,0.8875,200,anterior
12-9-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8566434066636907,0.896875,200,anterior
12-9-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6714521170787155,0.790625,200,anterior
12-9-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6985690585690585,0.78125,200,anterior
12-9-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.91375,0.6958072949609951,0.7843749999999999,200,anterior
12-9-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.86,0.6500000000000001,0.9125,0.6611312026913373,0.78125,200,anterior
12-9-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,134,734,66,66,0.868,0.6700000000000002,0.9175,0.7114573182345352,0.7937500000000001,200,anterior
12-9-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9231320575434928,0.95,200,anterior
12-9-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8921623904550735,0.93125,200,anterior
12-9-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9004911653014467,0.9375,200,anterior
12-9-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8954306220095694,0.934375,200,anterior
12-9-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.916641651031895,0.946875,200,anterior
12-9-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.7832688786347323,0.846875,200,anterior
12-9-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7327827634072993,0.828125,200,anterior
12-9-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.902,0.7549999999999999,0.93875,0.7652108178559791,0.846875,200,anterior
12-9-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,141,741,59,59,0.882,0.705,0.92625,0.7055025444808727,0.815625,200,anterior
12-9-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.935,0.7637064522778809,0.8375,200,anterior
12-9-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9707200929152148,0.98125,200,anterior
12-9-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.918012588012588,0.946875,200,anterior
12-9-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9208674702577142,0.95,200,anterior
12-9-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.932368808029912,0.95625,200,anterior
12-9-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9654699365674976,0.978125,200,anterior
12-9-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8299999999999998,0.9575,0.8354782282282283,0.89375,200,anterior
12-9-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8713549346087914,0.915625,200,anterior
12-9-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.9562500000000002,0.8364515194198641,0.890625,200,anterior
12-9-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9169980694980696,0.94375,200,anterior
12-9-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,160,760,40,40,0.9200000000000002,0.8,0.95,0.8096460797544388,0.875,200,anterior
12-9-6,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8588037038853736,0.89375,200,anterior
12-9-6,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,159,759,41,41,0.918,0.7949999999999999,0.94875,0.8203298569003152,0.871875,200,anterior
12-9-6,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.9399999999999998,0.7985881398013751,0.85,200,anterior
12-9-6,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,154,754,46,46,0.908,0.7700000000000001,0.9425,0.7929370820704739,0.85625,200,anterior
12-9-6,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7807076167076167,0.821875,200,anterior
12-9-6,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.90125,0.6217029165264765,0.753125,200,anterior
12-9-6,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,113,713,87,87,0.826,0.565,0.89125,0.5818828219856857,0.728125,200,anterior
12-9-6,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,112,712,88,88,0.8240000000000001,0.5599999999999999,0.89,0.5625509404388714,0.7249999999999999,200,anterior
12-9-6,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.90375,0.6441228070175439,0.759375,200,anterior
12-9-6,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,115,715,85,85,0.8300000000000001,0.5750000000000001,0.89375,0.6091057635175282,0.734375,200,anterior
12-9-6,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.896866244866245,0.93125,200,anterior
12-9-6,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8800868802805674,0.925,200,anterior
12-9-6,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8889644633547074,0.928125,200,anterior
12-9-6,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8964771460423634,0.934375,200,anterior
12-9-6,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9186684660368872,0.946875,200,anterior
12-9-6,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9350000000000002,0.7496527137500768,0.8375,200,anterior
12-9-6,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7203557584650021,0.821875,200,anterior
12-9-6,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,141,741,59,59,0.882,0.705,0.92625,0.7083831417624522,0.815625,200,anterior
12-9-6,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,140,740,60,60,0.8800000000000001,0.7000000000000001,0.925,0.6945757250268528,0.8125,200,anterior
12-9-6,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,140,740,60,60,0.8800000000000001,0.7000000000000001,0.925,0.7153241495346758,0.8125,200,anterior
12-9-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9650853211828824,0.978125,200,anterior
12-9-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9204013878432484,0.95,200,anterior
12-9-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9214560792224464,0.95,200,anterior
12-9-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9012788240451912,0.9375,200,anterior
12-9-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.961040257719214,0.975,200,anterior
12-9-6,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8774672656198345,0.921875,200,anterior
12-9-6,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8904759746372661,0.928125,200,anterior
12-9-6,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.8200000000000001,0.955,0.8362181546676319,0.8875,200,anterior
12-9-6,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8503670056943484,0.90625,200,anterior
12-9-6,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8668385228527928,0.915625,200,anterior
13-10-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8483006241070757,0.8875,200,anterior
13-10-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8390932270344035,0.89375,200,anterior
13-10-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.955,0.830837922943186,0.8875,200,anterior
13-10-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8776909394480942,0.915625,200,anterior
13-10-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8685567256774688,0.90625,200,anterior
13-10-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9325,0.7646383360738985,0.83125,200,anterior
13-10-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.90375,0.6410727431982933,0.759375,200,anterior
13-10-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,132,732,68,68,0.8639999999999999,0.6599999999999999,0.915,0.6887675593846702,0.7875,200,anterior
13-10-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6747737556561086,0.790625,200,anterior
13-10-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,137,737,63,63,0.874,0.685,0.92125,0.718663967611336,0.803125,200,anterior
13-10-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9057368421052632,0.9375,200,anterior
13-10-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8907593307593308,0.93125,200,anterior
13-10-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8689498605801559,0.91875,200,anterior
13-10-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8953869253869253,0.934375,200,anterior
13-10-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9031946624803768,0.934375,200,anterior
13-10-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425,0.7912471329995412,0.85625,200,anterior
13-10-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.7667237447237447,0.85,200,anterior
13-10-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.9287500000000002,0.725583520106375,0.821875,200,anterior
13-10-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7292583925181548,0.828125,200,anterior
13-10-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.7350000000000001,0.93375,0.7471963744847533,0.834375,200,anterior
13-10-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9709053049526822,0.98125,200,anterior
13-10-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9055108049844892,0.940625,200,anterior
13-10-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.920843709136392,0.95,200,anterior
13-10-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.94532247598358,0.965625,200,anterior
13-10-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9467747110770366,0.965625,200,anterior
13-10-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,168,768,32,32,0.936,0.8399999999999999,0.96,0.8458518590849419,0.9,200,anterior
13-10-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.8850000000000001,0.9712499999999998,0.8853270132104889,0.928125,200,anterior
13-10-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.955,0.8409149810121678,0.8875,200,anterior
13-10-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8688451115280383,0.915625,200,anterior
13-10-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8708712715855572,0.915625,200,anterior
13-11-5,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,155,755,45,45,0.91,0.775,0.94375,0.7907070707070708,0.859375,200,anterior
13-11-5,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8337599397164006,0.8875,200,anterior
13-11-5,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8195523582664486,0.88125,200,anterior
13-11-5,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8498209567514949,0.890625,200,anterior
13-11-5,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,160,760,40,40,0.9200000000000002,0.7999999999999999,0.95,0.8351162726162726,0.875,200,anterior
13-11-5,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,118,718,82,82,0.836,0.59,0.8975,0.6022306266221729,0.74375,200,anterior
13-11-5,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,108,708,92,92,0.8160000000000001,0.54,0.8850000000000001,0.5470031520327725,0.7124999999999999,200,anterior
13-11-5,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.90375,0.6252851171816689,0.759375,200,anterior
13-11-5,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,127,727,73,73,0.8539999999999999,0.635,0.9087499999999998,0.6494285732114187,0.771875,200,anterior
13-11-5,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,119,719,81,81,0.8380000000000001,0.595,0.89875,0.6186191307417722,0.746875,200,anterior
13-11-5,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8810829712649353,0.921875,200,anterior
13-11-5,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8811426060206546,0.925,200,anterior
13-11-5,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8758785444548348,0.921875,200,anterior
13-11-5,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8811522620399537,0.925,200,anterior
13-11-5,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9121088526178665,0.94375,200,anterior
13-11-5,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.93625,0.7606493741127888,0.840625,200,anterior
13-11-5,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,138,738,62,62,0.876,0.6900000000000001,0.9225,0.6860348583877997,0.80625,200,anterior
13-11-5,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,146,746,54,54,0.8920000000000001,0.73,0.9325,0.7330669818754925,0.83125,200,anterior
13-11-5,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7534880961370428,0.84375,200,anterior
13-11-5,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,141,741,59,59,0.882,0.7050000000000001,0.92625,0.6983469692088022,0.815625,200,anterior
13-11-5,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9560465116279068,0.971875,200,anterior
13-11-5,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9102682777101382,0.94375,200,anterior
13-11-5,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9316301655839524,0.95625,200,anterior
13-11-5,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9206646984925636,0.95,200,anterior
13-11-5,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.945652342237708,0.965625,200,anterior
13-11-5,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.885905939461139,0.921875,200,anterior
13-11-5,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,171,771,29,29,0.9420000000000002,0.8550000000000001,0.96375,0.8654910708295975,0.909375,200,anterior
13-11-5,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.9549999999999998,0.8299411625115163,0.8875,200,anterior
13-11-5,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8706978889116621,0.915625,200,anterior
13-11-5,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8169741706327072,0.884375,200,anterior
13-12,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425,0.8174692155907735,0.85625,200,anterior
